geoid,Region,State,age,season,MMWR Year/Week,Deaths from pneumonia and influenza,All Deaths
State,,Mississippi,All,2009-10,201033,27,491
State,,Missouri,All,2009-10,201033,66,1002
State,,Montana,All,2009-10,201033,11,157
State,,Nebraska,All,2009-10,201033,22,268
State,,Nevada,All,2009-10,201033,25,369
State,,New Hampshire,All,2009-10,201033,13,201
State,,New Jersey,All,2009-10,201033,68,1186
State,,New Mexico,All,2009-10,201033,20,268
State,,New York,All,2009-10,201033,124,1645
State,,New York City,All,2009-10,201033,70,908
State,,North Carolina,All,2009-10,201033,90,1382
State,,North Dakota,All,2009-10,201033,7,95
State,,Ohio,All,2009-10,201033,148,2043
State,,Oklahoma,All,2009-10,201033,52,701
State,,Oregon,All,2009-10,201033,36,550
State,,Pennsylvania,All,2009-10,201033,132,2218
State,,Rhode Island,All,2009-10,201033,14,184
State,,South Carolina,All,2009-10,201033,51,723
State,,South Dakota,All,2009-10,201033,15,130
State,,Tennessee,All,2009-10,201033,93,1046
State,,Texas,All,2009-10,201033,216,3184
State,,Utah,All,2009-10,201033,21,269
State,,Vermont,All,2009-10,201033,4,96
State,,Virginia,All,2009-10,201033,61,1015
State,,Washington,All,2009-10,201033,66,921
State,,West Virginia,All,2009-10,201033,28,355
State,,Wisconsin,All,2009-10,201033,37,862
State,,Wyoming,All,2009-10,201033,5,69
State,,Alabama,All,2009-10,201034,54,856
State,,Alaska,All,2009-10,201034,2,76
State,,Arizona,All,2009-10,201034,49,881
State,,Arkansas,All,2009-10,201034,36,512
State,,California,All,2009-10,201034,338,4316
State,,Colorado,All,2009-10,201034,23,552
State,,Connecticut,All,2009-10,201034,37,493
State,,Delaware,All,2009-10,201034,7,145
State,,District of Columbia,All,2009-10,201034,9,94
State,,Florida,All,2009-10,201034,141,3139
State,,Georgia,All,2009-10,201034,84,1299
State,,Hawaii,All,2009-10,201034,20,177
State,,Idaho,All,2009-10,201034,15,220
State,,Illinois,All,2009-10,201034,132,1827
State,,Indiana,All,2009-10,201034,56,1061
State,,Iowa,All,2009-10,201034,32,460
State,,Kansas,All,2009-10,201034,31,456
State,,Kentucky,All,2009-10,201034,73,746
State,,Louisiana,All,2009-10,201034,35,715
State,,Maine,All,2009-10,201034,16,205
State,,Maryland,All,2009-10,201034,60,782
State,,Massachusetts,All,2009-10,201034,87,940
State,,Michigan,All,2009-10,201034,101,1571
State,,Minnesota,All,2009-10,201034,43,687
State,,Mississippi,All,2009-10,201034,34,522
State,,Missouri,All,2009-10,201034,59,955
State,,Montana,All,2009-10,201034,10,156
State,,Nebraska,All,2009-10,201034,13,241
State,,Nevada,All,2009-10,201034,14,389
State,,New Hampshire,All,2009-10,201034,8,194
State,,New Jersey,All,2009-10,201034,61,1283
State,,New Mexico,All,2009-10,201034,18,294
State,,New York,All,2009-10,201034,138,1651
State,,New York City,All,2009-10,201034,79,936
State,,North Carolina,All,2009-10,201034,100,1433
State,,North Dakota,All,2009-10,201034,7,111
State,,Ohio,All,2009-10,201034,131,1977
State,,Oklahoma,All,2009-10,201034,52,646
State,,Oregon,All,2009-10,201034,23,560
State,,Pennsylvania,All,2009-10,201034,115,2125
State,,Rhode Island,All,2009-10,201034,12,157
State,,South Carolina,All,2009-10,201034,43,670
State,,South Dakota,All,2009-10,201034,10,135
State,,Tennessee,All,2009-10,201034,79,1091
State,,Texas,All,2009-10,201034,198,2998
State,,Utah,All,2009-10,201034,13,270
State,,Vermont,All,2009-10,201034,5,89
State,,Virginia,All,2009-10,201034,54,1069
State,,Washington,All,2009-10,201034,71,901
State,,West Virginia,All,2009-10,201034,24,386
State,,Wisconsin,All,2009-10,201034,48,850
State,,Wyoming,All,2009-10,201034,4,101
State,,Alabama,All,2009-10,201035,56,858
State,,Alaska,All,2009-10,201035,5,79
State,,Arizona,All,2009-10,201035,64,872
State,,Arkansas,All,2009-10,201035,36,495
State,,California,All,2009-10,201035,386,4209
State,,Colorado,All,2009-10,201035,37,616
State,,Connecticut,All,2009-10,201035,28,532
State,,Delaware,All,2009-10,201035,15,142
State,,District of Columbia,All,2009-10,201035,5,73
State,,Florida,All,2009-10,201035,154,3139
State,,Georgia,All,2009-10,201035,86,1243
State,,Hawaii,All,2009-10,201035,10,189
State,,Idaho,All,2009-10,201035,5,214
State,,Illinois,All,2009-10,201035,137,1837
State,,Indiana,All,2009-10,201035,69,1035
State,,Iowa,All,2009-10,201035,41,541
State,,Kansas,All,2009-10,201035,19,430
State,,Kentucky,All,2009-10,201035,61,771
State,,Louisiana,All,2009-10,201035,30,708
State,,Maine,All,2009-10,201035,10,211
State,,Maryland,All,2009-10,201035,70,759
State,,Massachusetts,All,2009-10,201035,82,966
State,,Michigan,All,2009-10,201035,102,1581
State,,Minnesota,All,2009-10,201035,41,690
State,,Mississippi,All,2009-10,201035,43,513
State,,Missouri,All,2009-10,201035,70,930
State,,Montana,All,2009-10,201035,7,144
State,,Nebraska,All,2009-10,201035,20,287
State,,Nevada,All,2009-10,201035,23,325
State,,New Hampshire,All,2009-10,201035,16,174
State,,New Jersey,All,2009-10,201035,77,1282
State,,New Mexico,All,2009-10,201035,26,287
State,,New York,All,2009-10,201035,110,1765
State,,New York City,All,2009-10,201035,85,962
State,,North Carolina,All,2009-10,201035,91,1374
State,,North Dakota,All,2009-10,201035,10,107
State,,Ohio,All,2009-10,201035,140,1902
State,,Oklahoma,All,2009-10,201035,48,680
State,,Oregon,All,2009-10,201035,28,554
State,,Pennsylvania,All,2009-10,201035,121,2173
State,,Rhode Island,All,2009-10,201035,14,175
State,,South Carolina,All,2009-10,201035,39,756
State,,South Dakota,All,2009-10,201035,9,123
State,,Tennessee,All,2009-10,201035,92,1062
State,,Texas,All,2009-10,201035,193,2992
State,,Utah,All,2009-10,201035,15,296
State,,Vermont,All,2009-10,201035,9,112
State,,Virginia,All,2009-10,201035,60,1068
State,,Washington,All,2009-10,201035,61,840
State,,West Virginia,All,2009-10,201035,35,377
State,,Wisconsin,All,2009-10,201035,66,888
State,,Wyoming,All,2009-10,201035,2,68
State,,Alabama,All,2009-10,201036,54,887
State,,Alaska,All,2009-10,201036,4,64
State,,Arizona,All,2009-10,201036,51,872
State,,Arkansas,All,2009-10,201036,46,532
State,,California,All,2009-10,201036,399,4188
State,,Colorado,All,2009-10,201036,50,629
State,,Connecticut,All,2009-10,201036,45,498
State,,Delaware,All,2009-10,201036,12,139
State,,District of Columbia,All,2009-10,201036,10,91
State,,Florida,All,2009-10,201036,153,3106
State,,Georgia,All,2009-10,201036,90,1323
State,,Hawaii,All,2009-10,201036,13,193
State,,Idaho,All,2009-10,201036,7,210
State,,Illinois,All,2009-10,201036,151,1851
State,,Indiana,All,2009-10,201036,77,1089
State,,Iowa,All,2009-10,201036,44,545
State,,Kansas,All,2009-10,201036,25,462
State,,Kentucky,All,2009-10,201036,68,788
State,,Louisiana,All,2009-10,201036,43,743
State,,Maine,All,2009-10,201036,15,220
State,,Maryland,All,2009-10,201036,68,767
State,,Massachusetts,All,2009-10,201036,73,905
State,,Michigan,All,2009-10,201036,85,1555
State,,Minnesota,All,2009-10,201036,53,718
State,,Mississippi,All,2009-10,201036,35,526
State,,Missouri,All,2009-10,201036,71,1003
State,,Montana,All,2009-10,201036,17,170
State,,Nebraska,All,2009-10,201036,29,297
State,,Nevada,All,2009-10,201036,15,354
State,,New Hampshire,All,2009-10,201036,8,168
State,,New Jersey,All,2009-10,201036,71,1278
State,,New Mexico,All,2009-10,201036,17,277
State,,New York,All,2009-10,201036,133,1676
State,,New York City,All,2009-10,201036,85,930
State,,North Carolina,All,2009-10,201036,117,1509
State,,North Dakota,All,2009-10,201036,11,117
State,,Ohio,All,2009-10,201036,145,1997
State,,Oklahoma,All,2009-10,201036,40,656
State,,Oregon,All,2009-10,201036,37,606
State,,Pennsylvania,All,2009-10,201036,118,2148
State,,Rhode Island,All,2009-10,201036,12,156
State,,South Carolina,All,2009-10,201036,37,754
State,,South Dakota,All,2009-10,201036,13,120
State,,Tennessee,All,2009-10,201036,96,1084
State,,Texas,All,2009-10,201036,181,3041
State,,Utah,All,2009-10,201036,16,262
State,,Vermont,All,2009-10,201036,11,112
State,,Virginia,All,2009-10,201036,69,1045
State,,Washington,All,2009-10,201036,62,873
State,,West Virginia,All,2009-10,201036,29,405
State,,Wisconsin,All,2009-10,201036,65,896
State,,Wyoming,All,2009-10,201036,2,78
State,,Alabama,All,2009-10,201037,64,860
State,,Alaska,All,2009-10,201037,2,68
State,,Arizona,All,2009-10,201037,49,853
State,,Arkansas,All,2009-10,201037,37,540
State,,California,All,2009-10,201037,354,4271
State,,Colorado,All,2009-10,201037,35,591
State,,Connecticut,All,2009-10,201037,36,528
State,,Delaware,All,2009-10,201037,10,149
State,,District of Columbia,All,2009-10,201037,7,93
State,,Florida,All,2009-10,201037,140,3134
State,,Georgia,All,2009-10,201037,88,1364
State,,Hawaii,All,2009-10,201037,23,187
State,,Idaho,All,2009-10,201037,17,232
State,,Illinois,All,2009-10,201037,146,1812
State,,Indiana,All,2009-10,201037,78,1045
State,,Iowa,All,2009-10,201037,43,545
State,,Kansas,All,2009-10,201037,27,459
State,,Kentucky,All,2009-10,201037,68,759
State,,Louisiana,All,2009-10,201037,36,706
State,,Maine,All,2009-10,201037,15,265
State,,Maryland,All,2009-10,201037,63,820
State,,Massachusetts,All,2009-10,201037,73,954
State,,Michigan,All,2009-10,201037,114,1642
State,,Minnesota,All,2009-10,201037,43,725
State,,Mississippi,All,2009-10,201037,41,500
State,,Missouri,All,2009-10,201037,89,1062
State,,Montana,All,2009-10,201037,12,128
State,,Nebraska,All,2009-10,201037,24,295
State,,Nevada,All,2009-10,201037,18,362
State,,New Hampshire,All,2009-10,201037,9,182
State,,New Jersey,All,2009-10,201037,79,1236
State,,New Mexico,All,2009-10,201037,26,309
State,,New York,All,2009-10,201037,113,1720
State,,New York City,All,2009-10,201037,95,978
State,,North Carolina,All,2009-10,201037,101,1454
State,,North Dakota,All,2009-10,201037,11,109
State,,Ohio,All,2009-10,201037,164,1966
State,,Oklahoma,All,2009-10,201037,46,642
State,,Oregon,All,2009-10,201037,41,594
State,,Pennsylvania,All,2009-10,201037,140,2269
State,,Rhode Island,All,2009-10,201037,14,158
State,,South Carolina,All,2009-10,201037,47,788
State,,South Dakota,All,2009-10,201037,11,129
State,,Tennessee,All,2009-10,201037,100,1132
State,,Texas,All,2009-10,201037,192,2971
State,,Utah,All,2009-10,201037,19,276
State,,Vermont,All,2009-10,201037,9,97
State,,Virginia,All,2009-10,201037,75,1078
State,,Washington,All,2009-10,201037,67,923
State,,West Virginia,All,2009-10,201037,30,418
State,,Wisconsin,All,2009-10,201037,55,845
State,,Wyoming,All,2009-10,201037,6,78
State,,Alabama,All,2009-10,201038,53,881
State,,Alaska,All,2009-10,201038,4,57
State,,Arizona,All,2009-10,201038,49,883
State,,Arkansas,All,2009-10,201038,42,498
State,,California,All,2009-10,201038,363,4213
State,,Colorado,All,2009-10,201038,25,567
State,,Connecticut,All,2009-10,201038,31,507
State,,Delaware,All,2009-10,201038,10,130
State,,District of Columbia,All,2009-10,201038,6,88
State,,Florida,All,2009-10,201038,137,3145
State,,Georgia,All,2009-10,201038,71,1270
State,,Hawaii,All,2009-10,201038,22,184
State,,Idaho,All,2009-10,201038,10,211
State,,Illinois,All,2009-10,201038,141,1851
State,,Indiana,All,2009-10,201038,71,1060
State,,Iowa,All,2009-10,201038,38,485
State,,Kansas,All,2009-10,201038,32,436
State,,Kentucky,All,2009-10,201038,64,763
State,,Louisiana,All,2009-10,201038,38,688
State,,Maine,All,2009-10,201038,10,223
State,,Maryland,All,2009-10,201038,66,816
State,,Massachusetts,All,2009-10,201038,86,943
State,,Michigan,All,2009-10,201038,124,1677
State,,Minnesota,All,2009-10,201038,43,738
State,,Mississippi,All,2009-10,201038,34,519
State,,Missouri,All,2009-10,201038,66,979
State,,Montana,All,2009-10,201038,15,189
State,,Nebraska,All,2009-10,201038,16,300
State,,Nevada,All,2009-10,201038,22,397
State,,New Hampshire,All,2009-10,201038,17,228
State,,New Jersey,All,2009-10,201038,79,1265
State,,New Mexico,All,2009-10,201038,22,292
State,,New York,All,2009-10,201038,141,1780
State,,New York City,All,2009-10,201038,91,933
State,,North Carolina,All,2009-10,201038,101,1483
State,,North Dakota,All,2009-10,201038,15,114
State,,Ohio,All,2009-10,201038,135,1984
State,,Oklahoma,All,2009-10,201038,40,638
State,,Oregon,All,2009-10,201038,21,567
State,,Pennsylvania,All,2009-10,201038,142,2294
State,,Rhode Island,All,2009-10,201038,16,189
State,,South Carolina,All,2009-10,201038,51,726
State,,South Dakota,All,2009-10,201038,14,122
State,,Tennessee,All,2009-10,201038,83,1066
State,,Texas,All,2009-10,201038,190,3053
State,,Utah,All,2009-10,201038,17,256
State,,Vermont,All,2009-10,201038,12,110
State,,Virginia,All,2009-10,201038,72,1125
State,,Washington,All,2009-10,201038,71,913
State,,West Virginia,All,2009-10,201038,27,376
State,,Wisconsin,All,2009-10,201038,55,863
State,,Wyoming,All,2009-10,201038,7,90
State,,Alabama,All,2009-10,201039,43,845
State,,Alaska,All,2009-10,201039,7,81
State,,Arizona,All,2009-10,201039,42,846
State,,Arkansas,All,2009-10,201039,45,508
State,,California,All,2009-10,201039,359,4331
State,,Colorado,All,2009-10,201039,31,543
State,,Connecticut,All,2009-10,201039,41,489
State,,Delaware,All,2009-10,201039,4,136
State,,District of Columbia,All,2009-10,201039,3,98
State,,Florida,All,2009-10,201039,152,3188
State,,Georgia,All,2009-10,201039,100,1294
State,,Hawaii,All,2009-10,201039,13,177
State,,Idaho,All,2009-10,201039,18,230
State,,Illinois,All,2009-10,201039,145,1880
State,,Indiana,All,2009-10,201039,84,1070
State,,Iowa,All,2009-10,201039,32,485
State,,Kansas,All,2009-10,201039,41,459
State,,Kentucky,All,2009-10,201039,81,772
State,,Louisiana,All,2009-10,201039,41,735
State,,Maine,All,2009-10,201039,16,250
State,,Maryland,All,2009-10,201039,60,777
State,,Massachusetts,All,2009-10,201039,89,991
State,,Michigan,All,2009-10,201039,104,1649
State,,Minnesota,All,2009-10,201039,58,771
State,,Mississippi,All,2009-10,201039,21,477
State,,Missouri,All,2009-10,201039,79,1058
State,,Montana,All,2009-10,201039,9,143
State,,Nebraska,All,2009-10,201039,28,283
State,,Nevada,All,2009-10,201039,17,355
State,,New Hampshire,All,2009-10,201039,19,194
State,,New Jersey,All,2009-10,201039,87,1313
State,,New Mexico,All,2009-10,201039,18,278
State,,New York,All,2009-10,201039,115,1705
State,,New York City,All,2009-10,201039,89,953
State,,North Carolina,All,2009-10,201039,120,1473
State,,North Dakota,All,2009-10,201039,10,119
State,,Ohio,All,2009-10,201039,138,2003
State,,Oklahoma,All,2009-10,201039,54,651
State,,Oregon,All,2009-10,201039,37,598
State,,Pennsylvania,All,2009-10,201039,151,2234
State,,Rhode Island,All,2009-10,201039,18,183
State,,South Carolina,All,2009-10,201039,53,732
State,,South Dakota,All,2009-10,201039,18,132
State,,Tennessee,All,2009-10,201039,94,1106
State,,Texas,All,2009-10,201039,201,3031
State,,Utah,All,2009-10,201039,11,278
State,,Vermont,All,2009-10,201039,11,96
State,,Virginia,All,2009-10,201039,64,1071
State,,Washington,All,2009-10,201039,74,902
State,,West Virginia,All,2009-10,201039,24,400
State,,Wisconsin,All,2009-10,201039,57,902
State,,Wyoming,All,2009-10,201039,2,82
State,,Alabama,All,2010-11,201040,68,959
State,,Alaska,All,2010-11,201040,6,62
State,,Arizona,All,2010-11,201040,49,827
State,,Arkansas,All,2010-11,201040,42,573
State,,California,All,2010-11,201040,359,4292
State,,Colorado,All,2010-11,201040,37,601
State,,Connecticut,All,2010-11,201040,48,524
State,,Delaware,All,2010-11,201040,9,169
State,,District of Columbia,All,2010-11,201040,2,81
State,,Florida,All,2010-11,201040,172,3236
State,,Georgia,All,2010-11,201040,65,1306
State,,Hawaii,All,2010-11,201040,17,178
State,,Idaho,All,2010-11,201040,7,212
State,,Illinois,All,2010-11,201040,164,1920
State,,Indiana,All,2010-11,201040,67,1105
State,,Iowa,All,2010-11,201040,37,565
State,,Kansas,All,2010-11,201040,31,506
State,,Kentucky,All,2010-11,201040,68,775
State,,Louisiana,All,2010-11,201040,37,768
State,,Maine,All,2010-11,201040,25,275
State,,Maryland,All,2010-11,201040,50,790
State,,Massachusetts,All,2010-11,201040,78,946
State,,Michigan,All,2010-11,201040,127,1739
State,,Minnesota,All,2010-11,201040,52,776
State,,Mississippi,All,2010-11,201040,30,546
State,,Missouri,All,2010-11,201040,80,1107
State,,Montana,All,2010-11,201040,9,153
State,,Nebraska,All,2010-11,201040,18,276
State,,Nevada,All,2010-11,201040,14,340
State,,New Hampshire,All,2010-11,201040,13,197
State,,New Jersey,All,2010-11,201040,80,1298
State,,New Mexico,All,2010-11,201040,21,300
State,,New York,All,2010-11,201040,118,1698
State,,New York City,All,2010-11,201040,87,966
State,,North Carolina,All,2010-11,201040,104,1513
State,,North Dakota,All,2010-11,201040,12,129
State,,Ohio,All,2010-11,201040,170,2054
State,,Oklahoma,All,2010-11,201040,45,688
State,,Oregon,All,2010-11,201040,39,594
State,,Pennsylvania,All,2010-11,201040,143,2404
State,,Rhode Island,All,2010-11,201040,15,205
State,,South Carolina,All,2010-11,201040,45,772
State,,South Dakota,All,2010-11,201040,25,156
State,,Tennessee,All,2010-11,201040,107,1163
State,,Texas,All,2010-11,201040,199,3077
State,,Utah,All,2010-11,201040,18,256
State,,Vermont,All,2010-11,201040,6,86
State,,Virginia,All,2010-11,201040,65,1094
State,,Washington,All,2010-11,201040,74,907
State,,West Virginia,All,2010-11,201040,39,426
State,,Wisconsin,All,2010-11,201040,66,939
State,,Wyoming,All,2010-11,201040,9,107
State,,Alabama,All,2010-11,201041,59,909
State,,Alaska,All,2010-11,201041,7,81
State,,Arizona,All,2010-11,201041,42,842
State,,Arkansas,All,2010-11,201041,46,530
State,,California,All,2010-11,201041,373,4322
State,,Colorado,All,2010-11,201041,33,557
State,,Connecticut,All,2010-11,201041,48,530
State,,Delaware,All,2010-11,201041,10,155
State,,District of Columbia,All,2010-11,201041,8,96
State,,Florida,All,2010-11,201041,173,3174
State,,Georgia,All,2010-11,201041,85,1332
State,,Hawaii,All,2010-11,201041,16,161
State,,Idaho,All,2010-11,201041,15,224
State,,Illinois,All,2010-11,201041,149,1846
State,,Indiana,All,2010-11,201041,60,1049
State,,Iowa,All,2010-11,201041,39,545
State,,Kansas,All,2010-11,201041,40,451
State,,Kentucky,All,2010-11,201041,75,795
State,,Louisiana,All,2010-11,201041,47,792
State,,Maine,All,2010-11,201041,22,253
State,,Maryland,All,2010-11,201041,72,824
State,,Massachusetts,All,2010-11,201041,90,1024
State,,Michigan,All,2010-11,201041,104,1743
State,,Minnesota,All,2010-11,201041,71,780
State,,Mississippi,All,2010-11,201041,29,547
State,,Missouri,All,2010-11,201041,70,1037
State,,Montana,All,2010-11,201041,20,152
State,,Nebraska,All,2010-11,201041,34,288
State,,Nevada,All,2010-11,201041,11,344
State,,New Hampshire,All,2010-11,201041,23,206
State,,New Jersey,All,2010-11,201041,88,1321
State,,New Mexico,All,2010-11,201041,27,307
State,,New York,All,2010-11,201041,156,1862
State,,New York City,All,2010-11,201041,107,996
State,,North Carolina,All,2010-11,201041,111,1503
State,,North Dakota,All,2010-11,201041,8,123
State,,Ohio,All,2010-11,201041,145,2111
State,,Oklahoma,All,2010-11,201041,48,690
State,,Oregon,All,2010-11,201041,36,568
